 0.000  -0.080000 -0.000000 -0.080852 -0.012813 -0.360624 0.000000 -0.230515
 0.001  -0.080000 -0.000000 -0.080833 0.002619 -0.360624 0.000000 -4.000000
 0.002  -0.080000 -0.000000 -0.080802 0.016580 -0.360624 0.000000 -4.000000
 0.003  -0.080000 -0.000000 -0.080779 0.019882 -0.360624 0.000000 -4.000000
 0.004  -0.080000 -0.000000 -0.080776 0.011655 -0.360624 0.000000 0.313469
 0.005  -0.080000 -0.000000 -0.080794 -0.003209 -0.360624 0.000000 4.000000
 0.006  -0.080000 -0.000000 -0.080827 -0.017643 -0.360624 0.000000 4.000000
 0.007  -0.080000 -0.000000 -0.080850 -0.020424 -0.360624 0.000000 4.000000
 0.008  -0.080000 -0.000000 -0.080855 -0.012693 -0.360624 0.000000 -0.095620
 0.009  -0.080000 -0.000000 -0.080836 0.002680 -0.360624 0.000000 -4.000000
 0.010  -0.080000 -0.000000 -0.080804 0.017374 -0.360624 0.000000 -4.000000
 0.011  -0.080000 -0.000000 -0.080780 0.020287 -0.360624 0.000000 -4.000000
 0.012  -0.080000 -0.000000 -0.080777 0.011861 -0.360624 0.000000 0.437480
 0.013  -0.080000 -0.000000 -0.080794 -0.002342 -0.360624 0.000000 4.000000
 0.014  -0.080000 -0.000000 -0.080827 -0.017201 -0.360624 0.000000 4.000000
 0.015  -0.080000 -0.000000 -0.080849 -0.019436 -0.360624 0.000000 4.000000
 0.016  -0.080000 -0.000000 -0.080852 -0.011428 -0.360624 0.000000 -0.397624
 0.017  -0.080000 -0.000000 -0.080832 0.004087 -0.360624 0.000000 -4.000000
 0.018  -0.080000 -0.000000 -0.080799 0.018090 -0.360624 0.000000 -4.000000
 0.019  -0.080000 -0.000000 -0.080776 0.020652 -0.360624 0.000000 -4.000000
 0.020  -0.080000 -0.000000 -0.080773 0.012047 -0.360624 0.000000 0.700511
 0.021  -0.080000 -0.000000 -0.080791 -0.003009 -0.360624 0.000000 4.000000
 0.022  -0.080000 -0.000000 -0.080822 -0.016779 -0.360624 0.000000 4.000000
 0.023  -0.080000 -0.000000 -0.080839 -0.016934 -0.360624 0.000000 4.000000
 0.024  -0.080000 -0.000000 -0.080841 -0.009391 -0.360624 0.000000 -0.828626
 0.025  -0.080000 -0.000000 -0.080821 0.005125 -0.360624 0.000000 -4.000000
 0.026  -0.080000 -0.000000 -0.080788 0.018619 -0.360624 0.000000 -4.000000
 0.027  -0.080000 -0.000000 -0.080766 0.020159 -0.360624 0.000000 -4.000000
 0.028  -0.080000 -0.000000 -0.080765 0.011034 -0.360624 0.000000 1.404396
 0.029  -0.080000 -0.000000 -0.080780 -0.002001 -0.360624 0.000000 4.000000
 0.030  -0.080000 -0.000000 -0.080813 -0.017028 -0.360624 0.000000 4.000000
 0.031  -0.080000 -0.000000 -0.080832 -0.017823 -0.360624 0.000000 4.000000
 0.032  -0.080000 -0.000000 -0.080832 -0.009081 -0.360624 0.000000 -1.233354
 0.033  -0.080000 -0.000000 -0.080807 0.007569 -0.360624 0.000000 -4.000000
 0.034  -0.080000 -0.000000 -0.080773 0.020627 -0.360624 0.000000 -4.000000
 0.035  -0.080000 -0.000000 -0.080751 0.021182 -0.360624 0.000000 -4.000000
 0.036  -0.080000 -0.000000 -0.080748 0.012317 -0.360624 0.000000 1.398594
 0.037  -0.080000 -0.000000 -0.080768 -0.003634 -0.360624 0.000000 4.000000
 0.038  -0.080000 -0.000000 -0.080799 -0.017097 -0.360624 0.000000 4.000000
 0.039  -0.080000 -0.000000 -0.080818 -0.017859 -0.360624 0.000000 4.000000
 0.040  -0.080000 -0.000000 -0.080818 -0.009100 -0.360624 0.000000 -1.262806
 0.041  -0.080000 -0.000000 -0.080796 0.006036 -0.360624 0.000000 -4.000000
 0.042  -0.080000 -0.000000 -0.080763 0.019083 -0.360624 0.000000 -4.000000
 0.043  -0.080000 -0.000000 -0.080740 0.021158 -0.360624 0.000000 -4.000000
 0.044  -0.080000 -0.000000 -0.080738 0.011543 -0.360624 0.000000 1.505632
 0.045  -0.080000 -0.000000 -0.080759 -0.004028 -0.360624 0.000000 4.000000
 0.046  -0.080000 -0.000000 -0.080790 -0.017298 -0.360624 0.000000 4.000000
 0.047  -0.080000 -0.000000 -0.080807 -0.017199 -0.360624 0.000000 4.000000
 0.048  -0.080000 -0.000000 -0.080805 -0.008001 -0.360624 0.000000 -1.809143
 0.049  -0.080000 -0.000000 -0.080780 0.008120 -0.360624 0.000000 -4.000000
 0.050  -0.080000 -0.000000 -0.080746 0.020908 -0.360624 0.000000 -4.000000
 0.051  -0.080000 -0.000000 -0.080726 0.020563 -0.360624 0.000000 -4.000000
 0.052  -0.080000 -0.000000 -0.080726 0.010477 -0.360624 0.000000 2.385314
 0.053  -0.080000 -0.000000 -0.080748 -0.005334 -0.360624 0.000000 4.000000
 0.054  -0.080000 -0.000000 -0.080779 -0.017963 -0.360624 0.000000 4.000000
 0.055  -0.080000 -0.000000 -0.080794 -0.016776 -0.360624 0.000000 4.000000
 0.056  -0.080000 -0.000000 -0.080790 -0.006261 -0.360624 0.000000 -2.877445
 0.057  -0.080000 -0.000000 -0.080762 0.010531 -0.360624 0.000000 -4.000000
 0.058  -0.080000 -0.000000 -0.080727 0.022136 -0.360624 0.000000 -4.000000
 0.059  -0.080000 -0.000000 -0.080712 0.018902 -0.360624 0.000000 -4.000000
 0.060  -0.080000 -0.000000 -0.080715 0.008106 -0.360624 0.000000 3.666331
 0.061  -0.080000 -0.000000 -0.080741 -0.008828 -0.360624 0.000000 4.000000
 0.062  -0.080000 -0.000000 -0.080773 -0.019744 -0.360624 0.000000 4.000000
 0.063  -0.080000 -0.000000 -0.080783 -0.015396 -0.360624 0.000000 3.817756
 0.064  -0.080000 -0.000000 -0.080776 -0.004033 -0.360624 0.000000 -4.000000
 0.065  -0.080000 -0.000000 -0.080745 0.013191 -0.360624 0.000000 -4.000000
 0.066  -0.080000 -0.000000 -0.080710 0.023491 -0.360624 0.000000 -4.000000
 0.067  -0.080000 -0.000000 -0.080698 0.018068 -0.360624 0.000000 -3.176112
 0.068  -0.080000 -0.000000 -0.080704 0.006157 -0.360624 0.000000 4.000000
 0.069  -0.080000 -0.000000 -0.080732 -0.010584 -0.360624 0.000000 4.000000
 0.070  -0.080000 -0.000000 -0.080759 -0.018352 -0.360624 0.000000 4.000000
 0.071  -0.080000 -0.000000 -0.080768 -0.013924 -0.360624 0.000000 3.014249
 0.072  -0.080000 -0.000000 -0.080759 -0.002521 -0.360624 0.000000 -4.000000
 0.073  -0.080000 -0.000000 -0.080729 0.013199 -0.360624 0.000000 -4.000000
 0.074  -0.080000 -0.000000 -0.080696 0.022733 -0.360624 0.000000 -4.000000
 0.075  -0.080000 -0.000000 -0.080686 0.016919 -0.360624 0.000000 -2.572714
 0.076  -0.080000 -0.000000 -0.080695 0.004047 -0.360624 0.000000 4.000000
 0.077  -0.080000 -0.000000 -0.080723 -0.011659 -0.360624 0.000000 4.000000
 0.078  -0.080000 -0.000000 -0.080752 -0.020424 -0.360624 0.000000 4.000000
 0.079  -0.080000 -0.000000 -0.080760 -0.014218 -0.360624 0.000000 2.282169
 0.080  -0.080000 -0.000000 -0.080748 -0.001146 -0.360624 0.000000 -4.000000
 0.081  -0.080000 -0.000000 -0.080717 0.014662 -0.360624 0.000000 -4.000000
 0.082  -0.080000 -0.000000 -0.080686 0.022716 -0.360624 0.000000 -4.000000
 0.083  -0.080000 -0.000000 -0.080676 0.016148 -0.360624 0.000000 -1.917312
 0.084  -0.080000 -0.000000 -0.080687 0.002892 0.374767 0.000000 4.000000
 0.085  -0.080000 -0.000000 -0.080715 -0.012248 0.374767 0.000000 4.000000
 0.086  -0.080000 -0.000000 -0.080743 -0.019962 0.374767 0.000000 4.000000
 0.087  -0.080000 -0.000000 -0.080751 -0.013982 0.374767 0.000000 2.099636
 0.088  -0.080000 -0.000000 -0.080737 -0.000264 0.374767 0.000000 -4.000000
 0.089  -0.080000 -0.000000 -0.080707 0.014349 0.374767 0.000000 -4.000000
 0.090  -0.080000 -0.000000 -0.080678 0.021795 0.374767 0.000000 -4.000000
 0.091  -0.080000 -0.000000 -0.080668 0.015679 0.374767 0.000000 -1.877487
 0.092  -0.080000 -0.000000 -0.080681 0.001890 0.374767 0.000000 4.000000
 0.093  -0.080000 -0.000000 -0.080704 -0.010471 0.374767 0.000000 4.000000
 0.094  -0.080000 -0.000000 -0.080727 -0.016770 0.374767 0.000000 4.000000
 0.095  -0.080000 -0.000000 -0.080734 -0.011594 0.374767 0.000000 1.755541
 0.096  -0.080000 -0.000000 -0.080720 0.000953 0.374767 0.000000 -4.000000
 0.097  -0.080000 -0.000000 -0.080687 0.016494 0.374767 0.000000 -4.000000
 0.098  -0.080000 -0.000000 -0.080658 0.022887 0.374767 0.000000 -4.000000
