 0.000  -0.080000 -0.000000 -0.086438 -0.006964 2.142534 0.000000 -4.000000
 0.001  -0.080000 -0.000000 -0.086410 0.010173 2.142534 0.000000 -4.000000
 0.002  -0.080000 -0.000000 -0.086375 0.021954 2.142534 0.000000 -4.000000
 0.003  -0.080000 -0.000000 -0.086361 0.018047 2.142534 0.000000 -4.000000
 0.004  -0.080000 -0.000000 -0.086369 0.005384 2.142534 0.000000 4.000000
 0.005  -0.080000 -0.000000 -0.086400 -0.012503 2.142534 0.000000 4.000000
 0.006  -0.080000 -0.000000 -0.086438 -0.024665 2.142534 0.000000 4.000000
 0.007  -0.080000 -0.000000 -0.086453 -0.020190 2.142534 0.000000 4.000000
 0.008  -0.080000 -0.000000 -0.086448 -0.008001 2.142534 0.000000 -4.000000
 0.009  -0.080000 -0.000000 -0.086420 0.009645 2.142534 0.000000 -4.000000
 0.010  -0.080000 -0.000000 -0.086386 0.021685 2.142534 0.000000 -4.000000
 0.011  -0.080000 -0.000000 -0.086374 0.017147 2.142534 0.000000 -4.000000
 0.012  -0.080000 -0.000000 -0.086383 0.004163 2.142534 0.000000 4.000000
 0.013  -0.080000 -0.000000 -0.086414 -0.013125 2.142534 0.000000 4.000000
 0.014  -0.080000 -0.000000 -0.086452 -0.024982 2.142534 0.000000 4.000000
 0.015  -0.080000 -0.000000 -0.086469 -0.021114 2.142534 0.000000 4.000000
 0.016  -0.080000 -0.000000 -0.086464 -0.008471 2.142534 0.000000 -4.000000
 0.017  -0.080000 -0.000000 -0.086438 0.008643 2.142534 0.000000 -4.000000
 0.018  -0.080000 -0.000000 -0.086403 0.021174 2.142534 0.000000 -4.000000
 0.019  -0.080000 -0.000000 -0.086392 0.016125 2.142534 0.000000 -3.833910
 0.020  -0.080000 -0.000000 -0.086400 0.004404 2.142534 0.000000 4.000000
 0.021  -0.080000 -0.000000 -0.086431 -0.013002 2.142534 0.000000 4.000000
 0.022  -0.080000 -0.000000 -0.086469 -0.024920 2.142534 0.000000 4.000000
 0.023  -0.080000 -0.000000 -0.086484 -0.020320 2.142534 0.000000 4.000000
 0.024  -0.080000 -0.000000 -0.086480 -0.008067 2.142534 0.000000 -4.000000
 0.025  -0.080000 -0.000000 -0.086452 0.009611 2.142534 0.000000 -4.000000
 0.026  -0.080000 -0.000000 -0.086419 0.020905 2.142534 0.000000 -4.000000
 0.027  -0.080000 -0.000000 -0.086406 0.016750 2.142534 0.000000 -4.000000
 0.028  -0.080000 -0.000000 -0.086416 0.003961 2.142534 0.000000 4.000000
 0.029  -0.080000 -0.000000 -0.086448 -0.013990 2.142534 0.000000 4.000000
 0.030  -0.080000 -0.000000 -0.086486 -0.025423 2.142534 0.000000 4.000000
 0.031  -0.080000 -0.000000 -0.086500 -0.019814 2.142534 0.000000 3.809416
 0.032  -0.080000 -0.000000 -0.086495 -0.007809 2.142534 0.000000 -4.000000
 0.033  -0.080000 -0.000000 -0.086467 0.009742 2.142534 0.000000 -4.000000
 0.034  -0.080000 -0.000000 -0.086433 0.021734 2.142534 0.000000 -4.000000
 0.035  -0.080000 -0.000000 -0.086420 0.017172 2.142534 0.000000 -4.000000
 0.036  -0.080000 -0.000000 -0.086428 0.004938 2.142534 0.000000 4.000000
 0.037  -0.080000 -0.000000 -0.086459 -0.012730 2.142534 0.000000 4.000000
 0.038  -0.080000 -0.000000 -0.086497 -0.024781 2.142534 0.000000 4.000000
 0.039  -0.080000 -0.000000 -0.086514 -0.021012 2.142534 0.000000 4.000000
 0.040  -0.080000 -0.000000 -0.086509 -0.008419 2.142534 0.000000 -4.000000
 0.041  -0.080000 -0.000000 -0.086481 0.009431 2.142534 0.000000 -4.000000
 0.042  -0.080000 -0.000000 -0.086448 0.020814 2.142534 0.000000 -4.000000
 0.043  -0.080000 -0.000000 -0.086434 0.017466 2.142534 0.000000 -4.000000
 0.044  -0.080000 -0.000000 -0.086442 0.005088 2.142534 0.000000 4.000000
 0.045  -0.080000 -0.000000 -0.086473 -0.012653 2.142534 0.000000 4.000000
 0.046  -0.080000 -0.000000 -0.086509 -0.023980 2.142534 0.000000 4.000000
 0.047  -0.080000 -0.000000 -0.086523 -0.019079 2.142534 0.000000 4.000000
 0.048  -0.080000 -0.000000 -0.086515 -0.005910 2.142534 0.000000 -4.000000
 0.049  -0.080000 -0.000000 -0.086486 0.011472 2.142534 0.000000 -4.000000
 0.050  -0.080000 -0.000000 -0.086450 0.023378 2.142534 0.000000 -4.000000
 0.051  -0.080000 -0.000000 -0.086436 0.018772 2.142534 0.000000 -4.000000
